SIREN,ORGA_NOM,type,nb-ptf,nb-datagouv,year,2022
488233313,ATMO NORMANDIE,OACT,59.0,0.0,2022,59.0
311059422,ATMO NOUVELLE AQUITAINE,OACT,349.0,7.0,2022,356.0
308599703,ATMO OCCITANIE,OACT,31.0,0.0,2022,31.0
422969667,ATMO REUNION,OACT,11.0,0.0,2022,11.0
324465632,ATMO SUD,OACT,16.0,16.0,2022,32.0
200052488,ATOUMOD,AGCT,0.0,1.0,2022,1.0
221000052,AUBE,DEP,0.0,2.0,2022,2.0
429596190,AUBE EN CHAMPAGNE TOURISME,OACT,0.0,1.0,2022,1.0
200077113,AUBESSAGNE,COM,0.0,1.0,2022,1.0
218400042,AUBIGNAN,COM,0.0,2.0,2022,2.0
213100225,AUCAMVILLE,COM,4.0,0.0,2022,4.0
221100019,AUDE,DEP,28.0,31.0,2022,59.0
200043123,AURAY QUIBERON TERRE ATLANTIQUE,CC,0.0,1.0,2022,1.0
213100332,AUTERIVE,COM,3.0,0.0,2022,3.0
200021624,AUTOLIB VELIB METROPOLE,AGCT,2.0,1.0,2022,3.0
217100148,AUTUN,COM,0.0,4.0,2022,4.0
200053767,AUVERGNE RHONE ALPES,REG,28.0,11.0,2022,39.0
824433866,AUVERGNE RHONE ALPES TOURISME,OACT,0.0,0.0,2022,0.0
218400075,AVIGNON,COM,45.0,45.0,2022,90.0
216400861,AYHERRE,COM,0.0,2.0,2022,2.0
216500595,BAGNERES DE BIGORRE,COM,13.0,0.0,2022,13.0
213400229,BAILLARGUES,COM,23.0,0.0,2022,23.0
213500135,BAINS SUR OUST,COM,0.0,8.0,2022,8.0
213100449,BALMA,COM,4.0,0.0,2022,4.0
218300093,BANDOL,COM,1.0,0.0,2022,1.0
215500299,BAR LE DUC,COM,0.0,37.0,2022,37.0
211200563,BARAQUEVILLE,COM,0.0,1.0,2022,1.0
210500120,BARATIER,COM,0.0,1.0,2022,1.0
210400198,BARCELONNETTE,COM,0.0,1.0,2022,1.0
226700011,BAS RHIN,DEP,0.0,100.0,2022,100.0
245400601,BASSIN DE POMPEY,CC,2.0,0.0,2022,2.0
214400103,BATZ SUR MER,COM,1.0,0.0,2022,1.0
214000309,BAUDIGNAN,COM,0.0,1.0,2022,1.0
200052702,BAUGE-EN-ANJOU,COM,0.0,5.0,2022,5.0
214500241,BAULE,COM,0.0,5.0,2022,5.0
213500168,BAULON,COM,0.0,1.0,2022,1.0
216401026,BAYONNE,COM,62.0,62.0,2022,124.0
213400278,BEAULIEU,COM,19.0,0.0,2022,19.0
200064699,BEAUSSAIS SUR MER,COM,2.0,0.0,2022,2.0
216000562,BEAUVAIS,COM,0.0,3.0,2022,3.0
215600115,BEGANNE,COM,2.0,0.0,2022,2.0
212200042,BEGARD,COM,4.0,0.0,2022,4.0
216401059,BEGUIOS,COM,0.0,2.0,2022,2.0
216201087,BERCK SUR MER,COM,0.0,1.0,2022,1.0
212400378,BERGERAC,COM,0.0,3.0,2022,3.0
200041481,BERRY NUMERIQUE,AGCT,0.0,4.0,2022,4.0
213300486,BERTHEZ,COM,0.0,3.0,2022,3.0
212500565,BESANCON,COM,21.0,21.0,2022,42.0
214400137,BESNE,COM,1.0,0.0,2022,1.0
210100434,BEYNOST,COM,0.0,1.0,2022,1.0
216401208,BEYRIE-SUR-JOYEUSE,COM,0.0,1.0,2022,1.0
213100696,BLAGNAC,COM,91.0,0.0,2022,91.0
214100182,BLOIS,COM,34.0,0.0,2022,34.0
214700312,BOE,COM,0.0,14.0,2022,14.0
217700376,BOIS LE ROI,COM,0.0,3.0,2022,3.0
219400041,BOISSY SAINT LEGER,COM,0.0,0.0,2022,0.0
219100864,BONDOUFLE,COM,2.0,0.0,2022,2.0
216401349,BONLOC,COM,0.0,2.0,2022,2.0
213300635,BORDEAUX,COM,85.0,0.0,2022,85.0
243300316,BORDEAUX METROPOLE,MET,238.0,229.0,2022,467.0
219200128,BOULOGNE BILLANCOURT,COM,22.0,22.0,2022,44.0
212600589,BOURG-LES-VALENCE,COM,0.0,1.0,2022,1.0
241800507,BOURGES PLUS AGGLOMERATION,CA,1.0,0.0,2022,1.0
200053726,BOURGOGNE FRANCHE COMTE,REG,38.0,35.0,2022,73.0
242900314,BREST METROPOLE,MET,199.0,5.0,2022,204.0
233500016,BRETAGNE,REG,165.0,373.0,2022,538.0
213500408,BRETEIL,COM,0.0,6.0,2022,6.0
217700533,BRIE COMTE ROBERT,COM,0.0,1.0,2022,1.0
214000564,BROCAS LES FORGES,COM,0.0,106.0,2022,106.0
216900290,BRON,COM,4.0,0.0,2022,4.0
852356583,BROU SUR CHANTEREINE,COM,2.0,0.0,2022,2.0
210500252,BUISSARD,COM,0.0,1.0,2022,1.0
410582613,BUS URBAINS THONONAIS (BUT),DSPT,0.0,1.0,2022,1.0
216401554,BUSTINCE-IRIBERRY,COM,0.0,2.0,2022,2.0
200011773,CA ANNEMASSE LES VOIRONS AGGLOMERATION,CA,0.0,8.0,2022,8.0
200041630,CA ARDENNE METROPOLE,CA,8.0,47.0,2022,55.0
241300417,CA ARLES CRAU CAMARGUE MONTAGNETTE,CA,17.0,39.0,2022,56.0
200068997,CA ARLYSERE,CA,0.0,1.0,2022,1.0
200070993,CA BAIE DE SOMME,CA,0.0,7.0,2022,7.0
200033025,CA BAR LE DUC SUD MEUSE,CA,0.0,66.0,2022,66.0
242000354,CA BASTIA,CA,0.0,1.0,2022,1.0
200006682,CA BEAUNE COTE ET SUD,CA,1.0,1.0,2022,2.0
200039915,CA CANNES PAYS DE LERINS,CA,0.0,1.0,2022,1.0
200010700,CA CAUX VALLEE DE SEINE,CA,28.0,0.0,2022,28.0
243600327,CA CHATEAUROUX METROPOLE,CA,66.0,85.0,2022,151.0
200071785,CA CHAUNY-TERGNIER-LA FERE,CA,0.0,1.0,2022,1.0
200057859,CA COEUR D'ESSONNE AGGLOMERATION,CA,0.0,1.0,2022,1.0
246800726,CA COLMAR,CA,0.0,2.0,2022,2.0
243400769,CA DE BEZIERS MEDITERRANEE,CA,0.0,1.0,2022,1.0
200030385,CA DE BLOIS,CA,24.0,53.0,2022,77.0
248100430,CA DE CASTRES MAZAMET,CA,0.0,13.0,2022,13.0
200066876,CA DE CHALONS EN CHAMPAGNE,CA,14.0,14.0,2022,28.0
200067874,CA DE HAGUENAU,CA,0.0,1.0,2022,1.0
248100737,CA DE L'ALBIGEOIS,CA,0.0,6.0,2022,6.0
200067114,CA DE L'AUXERROIS,CA,2.0,1.0,2022,3.0
244400610,CA DE LA PRESQU'ILE DE GUERANDE ATLANTIQUE,CA,49.0,88.0,2022,137.0
200072031,CA DE LA REGION CHATEAU-THIERRY,CA,0.0,1.0,2022,1.0
247600786,CA DE LA REGION DIEPPOISE,CA,0.0,1.0,2022,1.0
244400644,CA DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE,CA,37.0,74.0,2022,111.0
240600551,CA DE LA RIVIERA FRANCAISE,CA,0.0,1.0,2022,1.0
245300330,CA DE LAVAL,CA,0.0,1.0,2022,1.0
245804406,CA DE NEVERS,CA,9.0,10.0,2022,19.0
200073344,CA DE RAMBOUILLET TERRITOIRES,CA,0.0,1.0,2022,1.0
245901160,CA DE VALENCIENNES METROPOLE,CA,8.0,0.0,2022,8.0
247000011,CA DE VESOUL,CA,0.0,1.0,2022,1.0
200068989,CA DINAN AGGLOMERATION,CA,9.0,0.0,2022,9.0
248300493,CA DRACENIE PROVENCE VERDON AGGLOMERATION,CA,3.0,4.0,2022,7.0
200043172,CA DU BASSIN DE BRIVE,CA,0.0,2.0,2022,2.0
246200729,CA DU BOULONNAIS,CA,0.0,3.0,2022,3.0
200067205,CA DU COTENTIN,CA,0.0,1.0,2022,1.0
200044618,CA DU DOUAISIS,CA,0.0,2.0,2022,2.0
242500361,CA DU GRAND BESANCON,CA,31.0,32.0,2022,63.0
200023737,CA DU GRAND CAHORS,CA,0.0,23.0,2022,23.0
248900334,CA DU GRAND SENONAIS,CA,1.0,1.0,2022,2.0
242010056,CA DU PAYS AJACCIEN,CA,109.0,14.0,2022,123.0
200039857,CA DU PAYS DE GRASSE,CA,1.0,2.0,2022,3.0
243400470,CA DU PAYS DE L'OR,CA,0.0,7.0,2022,7.0
243500782,CA DU PAYS DE SAINT MALO,CA,30.0,6.0,2022,36.0
243800984,CA DU PAYS VOIRONNAIS,CA,0.0,1.0,2022,1.0
200073419,CA DU PUY EN VELAY,CA,91.0,3.0,2022,94.0
200071892,CA DU SAINT QUENTINOIS,CA,0.0,626.0,2022,626.0
200034700,CA DURANCE LUBERON VERDON,CA,10.0,21.0,2022,31.0
200068757,CA EPINAL,CA,0.0,1.0,2022,1.0
200071454,CA EVREUX PORTES DE NORMANDIE,CA,1.0,0.0,2022,1.0
200069821,CA FECAMP CAUX LITTORAL AGGLOMERATION,CA,6.0,0.0,2022,6.0
200066124,CA GAILLAC GRAULHET,CA,0.0,92.0,2022,92.0
200067825,CA GAP TALLARD DURANCE,CA,1.0,0.0,2022,1.0
248400251,CA GRAND AVIGNON,CA,0.0,17.0,2022,17.0
200069052,CA GRAND BELFORT,CA,41.0,51.0,2022,92.0
247100589,CA GRAND CHALON,CA,0.0,5.0,2022,5.0
200069110,CA GRAND CHAMBERY AGGLOMERATION,CA,45.0,42.0,2022,87.0
200010650,CA GRAND DOLE,CA,0.0,2.0,2022,2.0
200034825,CA GRAND GUERET,CA,0.0,1.0,2022,1.0
200059228,CA GRAND PARIS SUD SEINE ESSONNE SENART,CA,22.0,26.0,2022,48.0
247600596,CA HAVRAISE,CA,157.0,51.0,2022,208.0
243400819,CA HERAULT MEDITERRANEE,CA,0.0,3.0,2022,3.0
248500589,CA LA ROCHE SUR YON,CA,0.0,2.0,2022,2.0
241700434,CA LA ROCHELLE,CA,46.0,38.0,2022,84.0
200065928,CA LANNION TREGOR COMMUNAUTE,CA,8.0,10.0,2022,18.0
246200364,CA LENS-LIEVIN,CA,0.0,2.0,2022,2.0
200069532,CA LISIEUX NORMANDIE,CA,34.0,34.0,2022,68.0
200065886,CA LOIRE FOREZ AGGLOMERATION,CA,0.0,90.0,2022,90.0
200042174,CA LORIENT AGGLOMERATION,CA,0.0,137.0,2022,137.0
200070308,CA MACONNAIS BEAUJOLAIS,CA,0.0,2.0,2022,2.0
200069425,CA MONT SAINT MICHEL NORMANDIE,CA,0.0,0.0,2022,0.0
244500203,CA MONTARGOISE ET RIVE DU LOING,CA,0.0,8.0,2022,8.0
240300608,CA MONTLUÇON COMMUNAUTE,CA,0.0,1.0,2022,1.0
200071140,CA MOULINS COMMUNAUTE,CA,0.0,0.0,2022,0.0
200066009,CA MULHOUSE ALSACE AGGLOMERATION,CA,37.0,131.0,2022,168.0
249400078,CA PARIS - VALLEE DE LA MARNE,CA,0.0,0.0,2022,0.0
200056232,CA PARIS SACLAY,CA,0.0,0.0,2022,0.0
200067254,CA PAU BEARN PYRENEES,CA,3.0,0.0,2022,3.0
240100750,CA PAYS DE GEX,CA,0.0,2.0,2022,2.0
200069037,CA PAYS DE SAINT OMER,CA,0.0,11.0,2022,11.0
200067791,CA PAYS FOIX VARILHES,CA,0.0,1.0,2022,1.0
200067106,CA PAYS-BASQUE,CA,0.0,3.0,2022,3.0
200056380,CA PLAINE VALLEE,CA,0.0,476.0,2022,476.0
243800604,CA PORTE DE L'ISERE,CA,0.0,2.0,2022,2.0
200071413,CA PRIVAS CENTRE ARDECHE,CA,0.0,3.0,2022,3.0
200067437,CA PROVENCE ALPES AGGLOMERATION,CA,0.0,9.0,2022,9.0
200068104,CA PROVENCE VERTE,CA,0.0,1.0,2022,1.0
200068120,CA QUIMPER BRETAGNE OCCIDENTALE,CA,0.0,8.0,2022,8.0
243500741,CA REDON AGGLOMERATION,CA,0.0,8.0,2022,8.0
200067965,CA REGION DE COMPIEGNE ET DE LA BASSE AUTOMNE,CA,0.0,2.0,2022,2.0
200035731,CA ROANNAIS AGGLOMERATION,CA,0.0,2.0,2022,2.0
241200187,CA RODEZ AGGLOMERATION,CA,0.0,4.0,2022,4.0
241700640,CA ROYAN ATLANTIQUE,CA,8.0,8.0,2022,16.0
200069409,CA SAINT BRIEUC ARMOR AGGLOMERATION,CA,31.0,2.0,2022,33.0
200066058,CA SAINT LOUIS AGGLOMERATION,CA,0.0,42.0,2022,42.0
200066355,CA SETE AGGLOPOLE MEDITERRANEE,CA,14.0,1.0,2022,15.0
243100633,CA SICOVAL,CA,81.0,23.0,2022,104.0
240600585,CA SOPHIA ANTIPOLIS,CA,3.0,6.0,2022,9.0
248300394,CA SUD-SAINTE BAUME,CA,0.0,2.0,2022,2.0
200072072,CA TERRITOIRES VENDOMOIS,CA,0.0,1.0,2022,1.0
245701222,CA VAL DE FENSCH,CA,0.0,12.0,2022,12.0
200035319,CA VAR ESTEREL MEDITERRANEE,CA,8.0,8.0,2022,16.0
248400053,CA VENTOUX COMTAT VENAISSIN,CA,61.0,66.0,2022,127.0
247800584,CA VERSAILLES GRAND PARC,CA,26.0,39.0,2022,65.0
200077014,CA VIENNE CONDRIEU,CA,0.0,1.0,2022,1.0
219400165,CACHAN,COM,34.0,0.0,2022,34.0
211401187,CAEN,COM,0.0,12.0,2022,12.0
221401185,CALVADOS,DEP,0.0,104.0,2022,104.0
212200281,CAMLEZ,COM,1.0,0.0,2022,1.0
215600305,CAMOEL,COM,2.0,0.0,2022,2.0
214900540,CANDE,COM,0.0,0.0,2022,0.0
221500010,CANTAL,DEP,0.0,5.0,2022,5.0
216401661,CARO,COM,0.0,2.0,2022,2.0
218400315,CARPENTRAS,COM,0.0,4.0,2022,4.0
217801232,CARRIERES-SOUS-POISSY,COM,6.0,0.0,2022,6.0
213101132,CASTANET TOLOSAN,COM,2.0,0.0,2022,2.0
213101181,CASTELNAU D'ESTRETEFONDS,COM,1.0,0.0,2022,1.0
213400575,CASTELNAU LE LEZ,COM,30.0,0.0,2022,30.0
211100763,CASTELNAUDARY,COM,0.0,13.0,2022,13.0
213200900,CASTILLON-SAVES,COM,0.0,1.0,2022,1.0
213400583,CASTRIES,COM,23.0,0.0,2022,23.0
213101355,CAZERES SUR GARONNE,COM,2.0,0.0,2022,2.0
243500659,CC  CHATEAUGIRON COMMUNAUTE,CC,0.0,3.0,2022,3.0
246500573,CC AURE ET LOURON,CC,1.0,0.0,2022,1.0
244900882,CC BAUGEOIS VALLEE,CC,0.0,4.0,2022,4.0
200066371,CC CAUSSES ET VALLEE DE LA DORDOGNE,CC,0.0,2.0,2022,2.0
247600539,CC CAUX ESTUAIRE,CC,23.0,0.0,2022,23.0
200067221,CC CENTRE MORBIHAN COMMUNAUTE,CC,2.0,0.0,2022,2.0
200072049,CC CHARENTE LIMOUSINE,CC,0.0,1.0,2022,1.0
200033116,CC CLUSES ARVE ET MONTAGNE,CC,0.0,1.0,2022,1.0
241400415,CC COEUR COTE FLEURIE,CC,50.0,49.0,2022,99.0
245901152,CC COEUR D'OSTREVENT,CC,0.0,1.0,2022,1.0
200068815,CC COEUR DE GARONNE,CC,1.0,0.0,2022,1.0
200072098,CC COMBRAILLES SIOULE ET MORGE,CC,0.0,0.0,2022,0.0
200039204,CC DE LACQ-ORTHEZ,CC,14.0,1.0,2022,15.0
200041515,CC DU BASSIN DE PONT A MOUSSON,CC,0.0,1.0,2022,1.0
240500439,CC DU BRIANCONNAIS,CC,1.0,1.0,2022,2.0
200034957,CC DU FRONTONNAIS,CC,0.0,1.0,2022,1.0
200070530,CC DU GRAND AUTUNOIS MORVAN,CC,0.0,1.0,2022,1.0
240300491,CC DU PAYS DE LAPALISSE,CC,0.0,0.0,2022,0.0
200072080,CC DU PAYS DE SAINT ELOY,CC,0.0,0.0,2022,0.0
241501139,CC DU PAYS DE SALERS,CC,0.0,0.0,2022,0.0
246900740,CC DU PAYS MORNANTAIS,CC,0.0,9.0,2022,9.0
248400236,CC DU PAYS REUNI D'ORANGE,CC,32.0,2.0,2022,34.0
246000566,CC DU PLATEAU PICARD,CC,0.0,1.0,2022,1.0
243500667,CC DU VAL D'ILLE AUBIGNE,CC,0.0,0.0,2022,0.0
242600252,CC DU VAL DE DROME EN BIOVALLEE,CC,0.0,1.0,2022,1.0
249100553,CC ENTRE JUINE ET RENARDE,CC,0.0,3.0,2022,3.0
200065894,CC FOREZ EST,CC,0.0,5.0,2022,5.0
242900561,CC HAUTE CORNOUAILLE,CC,0.0,18.0,2022,18.0
246500482,CC HAUTE-BIGORRE,CC,11.0,0.0,2022,11.0
200066637,CC HAUTES TERRES COMMUNAUTE,CC,0.0,0.0,2022,0.0
200069086,CC LEFF ARMOR,CC,5.0,0.0,2022,5.0
244901013,CC LOIRE LAYON AUBANCE,CC,0.0,0.0,2022,0.0
200072676,CC MAINE SAOSNOIS,CC,0.0,1.0,2022,1.0
244000865,CC MAREMNE ADOUR COTE-SUD (CCMACS),CC,5.0,2.0,2022,7.0
247300452,CC MAURIENNE-GALIBIER,CC,0.0,6.0,2022,6.0
243500550,CC MONFORT COMMUNAUTE,CC,0.0,4.0,2022,4.0
200068559,CC OUEST VOSGIEN,CC,0.0,1.0,2022,1.0
200071967,CC PAYS D'EVIAN VALLEE D'ABONDANCE,CC,0.0,1.0,2022,1.0
240300756,CC PAYS DE CHEVAGNES,CC,0.0,0.0,2022,0.0
244700449,CC PAYS DE DURAS,CC,0.0,1.0,2022,1.0
240400440,CC PAYS DE FORCALQUIER,CC,0.0,12.0,2022,12.0
248400319,CC PAYS DES SORGUES MONTS DE VAUCLUSE,CC,7.0,0.0,2022,7.0
246000897,CC PLAINE D'ESTREES,CC,0.0,6.0,2022,6.0
200071199,CC PLAINE LIMAGNE,CC,0.0,0.0,2022,0.0
200070787,CC PLATEAU DE LANNEMEZAN,CC,1.0,0.0,2022,1.0
242900744,CC POHER COMMUNAUTE,CC,1.0,0.0,2022,1.0
200068377,CC PORTE DES VOSGES MERIDIONALES,CC,0.0,2.0,2022,2.0
200040491,CC PORTE DROME ARDECHE,CC,0.0,1.0,2022,1.0
200066884,CC QUERCY VERT AVEYRON,CC,0.0,2.0,2022,2.0
242101509,CC RIVES DE SAONE,CC,0.0,1.0,2022,1.0
200027217,CC SARLAT PERIGORD NOIR,CC,0.0,1.0,2022,1.0
200068146,CC SARREBOURG MOSELLE SUD,CC,0.0,1.0,2022,1.0
248100158,CC SOR ET AGOUT,CC,0.0,26.0,2022,26.0
200040764,CC SUD CORSE,CC,0.0,1.0,2022,1.0
248100745,CC THORE MONTAGNE NOIRE,CC,0.0,9.0,2022,9.0
243100773,CC VAL AIGO,CC,1.0,0.0,2022,1.0
249100546,CC VAL D'ESSONNE,CC,0.0,3.0,2022,3.0
200041465,CC VAL'EYRIEUX,CC,0.0,0.0,2022,0.0
241300375,CC VALLEE DES BAUX ALPILLES,CC,0.0,4.0,2022,4.0
248300410,CC VALLEE DU GAPEAU,CC,0.0,1.0,2022,1.0
246900724,CC VALONS DU LYONNAIS,CC,0.0,1.0,2022,1.0
247600588,CC VILLES SOEURS,CC,0.0,1.0,2022,1.0
200034718,CC VITRY CHAMPAGNE ET DER,CC,0.0,1.0,2022,1.0
243100658,CC VOLVESTRE,CC,2.0,0.0,2022,2.0
247600620,CC YVETOT NORMANDIE,CC,0.0,1.0,2022,1.0
263300626,CCAS BORDEAUX,AGCT,5.0,0.0,2022,5.0
210500260,CEILLAC,COM,0.0,1.0,2022,1.0
234500023,CENTRE VAL DE LOIRE,REG,43.0,160.0,2022,203.0
217700673,CESSON,COM,1.0,0.0,2022,1.0
213500515,CESSON SEVIGNE,COM,11.0,0.0,2022,11.0
210500286,CHABESTAN,COM,0.0,1.0,2022,1.0
210500294,CHABOTTES,COM,0.0,1.0,2022,1.0
215101015,CHALONS EN CHAMPAGNE,COM,0.0,0.0,2022,0.0
217300656,CHAMBERY,COM,17.0,20.0,2022,37.0
200075810,CHAMBERY GRAND LAC ECONOMIE,AGCT,0.0,2.0,2022,2.0
216900407,CHAMPAGNE AU MONT D'OR,COM,6.0,0.0,2022,6.0
217700798,CHAMPAGNE SUR SEINE,COM,0.0,9.0,2022,9.0
210500310,CHAMPCELLA,COM,0.0,1.0,2022,1.0
210500328,CHAMPOLEON,COM,0.0,1.0,2022,1.0
213500598,CHAPELLE DES FOUGERETZ,COM,1.0,0.0,2022,1.0
216900431,CHAPONOST,COM,0.0,1.0,2022,1.0
221600018,CHARENTE,DEP,71.0,0.0,2022,71.0
221700016,CHARENTE MARITIME,DEP,0.0,2.0,2022,2.0
830836698,CHARENTE TOURISME,OACT,17.0,0.0,2022,17.0
200026334,CHARTRES METROPOLE,CA,0.0,1.0,2022,1.0
807667316,CHARTRES METROPOLE TRANSPORTS,DSPT,0.0,2.0,2022,2.0
216902718,CHASSIEU,COM,9.0,0.0,2022,9.0
210500385,CHATEAU-VILLE-VIEILLE,COM,0.0,1.0,2022,1.0
200064483,CHATEAUGIRON,COM,0.0,1.0,2022,1.0
210500351,CHATEAUNEUF D'OZE,COM,0.0,1.0,2022,1.0
212900278,CHATEAUNEUF-DU-FAOU,COM,0.0,18.0,2022,18.0
213600448,CHATEAUROUX,COM,12.0,0.0,2022,12.0
219200201,CHATILLON,COM,0.0,1.0,2022,1.0
217801463,CHATOU,COM,0.0,1.0,2022,1.0
219200227,CHAVILLE,COM,4.0,4.0,2022,8.0
214200594,CHAZELLES-SUR-LYON,COM,0.0,7.0,2022,7.0
216001446,CHELLES,COM,4.0,4.0,2022,8.0
214400400,CHEMERE,COM,4.0,0.0,2022,4.0
219400199,CHENNEVIERES SUR MARNE,COM,0.0,0.0,2022,0.0
310679055,CITEDIA,DSPT,2.0,0.0,2022,2.0
213400773,CLAPIERS,COM,32.0,0.0,2022,32.0
216301135,CLERMONT-FERRAND,COM,24.0,0.0,2022,24.0
246300701,CLERMONT-FERRAND METROPOLE,MET,16.0,0.0,2022,16.0
218300424,COGOLIN,COM,0.0,3.0,2022,3.0
213101496,COLOMIERS,COM,1.0,0.0,2022,1.0
215600420,COLPO,COM,2.0,0.0,2022,2.0
217701226,COMBS LA VILLE,COM,15.0,0.0,2022,15.0
215901521,COMINES,COM,0.0,6.0,2022,6.0
301072880,COMITE REGIONAL DU TOURISME ILE DE FRANCE,OACT,8.0,0.0,2022,8.0
249730045,COMMUNAUTE D'AGGLOMERATION DU CENTRE LITTORAL,CA,27.0,48.0,2022,75.0
568500680,COMPAGNIE DES TRANSPORTS STRASBOURGEOIS,DSPT,0.0,1.0,2022,1.0
216001586,COMPIEGNE,COM,0.0,1.0,2022,1.0
210400628,CONDAMINE-CHATELARD,COM,0.0,1.0,2022,1.0
217801729,CONFLANS SAINT HONORINE,COM,0.0,0.0,2022,0.0
232000018,CORSE,REG,100.0,95.0,2022,195.0
182019208,CORSE COMPETENCES,OACT,0.0,4.0,2022,4.0
222100018,COTE D'OR,DEP,0.0,1.0,2022,1.0
222200016,COTES D'ARMOR,DEP,151.0,144.0,2022,295.0
217701317,COULOMMIERS,COM,0.0,26.0,2022,26.0
217001817,COURCUIRE,COM,0.0,1.0,2022,1.0
213400872,COURNONSEC,COM,21.0,0.0,2022,21.0
213400880,COURNONTERRAL,COM,27.0,0.0,2022,27.0
217701390,COURTRY,COM,0.0,0.0,2022,0.0
210500450,CROTS,COM,0.0,1.0,2022,1.0
820657971,CRT BOURGOGNE FC,OACT,23.0,0.0,2022,23.0
