SIREN,2017,2018,2020,2022,speed_2018,speed_2020,speed_2022,speed_2018_category,speed_2020_category,speed_2022_category
200030195,1.0,264.0,317.0,337.0,263.0,157.5,111.33333333333333,Long-Runner,Long-Runner,Long-Runner
221700016,1.0,1.0,1.0,2.0,-0.9962121212121212,-0.9968454258675079,-0.9940652818991098,Down-Slopper,Down-Slopper,Down-Slopper
227900016,1.0,1.0,1.0,1.0,0.0,0.0,-0.5,One-Shot,One-Shot,Down-Slopper
211200563,1.0,1.0,1.0,1.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
247600596,1.0,59.0,206.0,208.0,58.0,205.0,207.0,Long-Runner,Long-Runner,Long-Runner
228600011,1.0,1.0,1.0,1.0,-0.9830508474576272,-0.9951456310679612,-0.9951923076923077,Down-Slopper,Down-Slopper,Down-Slopper
200044618,1.0,2.0,2.0,2.0,1.0,1.0,1.0,Long-Runner,Long-Runner,Long-Runner
246700488,1.0,76.0,75.0,82.0,37.0,36.5,40.0,Long-Runner,Long-Runner,Long-Runner
215600982,1.0,5.0,10.0,19.0,-0.9342105263157895,-0.8666666666666667,-0.7682926829268293,Down-Slopper,Down-Slopper,Down-Slopper
227300019,1.0,1.0,5.0,11.0,-0.8,-0.5,-0.42105263157894735,Down-Slopper,Down-Slopper,Down-Slopper
241400415,1.0,84.0,94.0,99.0,83.0,17.8,8.0,Long-Runner,Long-Runner,Long-Runner
215600016,1.0,1.0,1.0,1.0,-0.9880952380952381,-0.9893617021276596,-0.98989898989899,Down-Slopper,Down-Slopper,Down-Slopper
213500135,1.0,1.0,8.0,8.0,0.0,7.0,7.0,One-Shot,Long-Runner,Long-Runner
213502362,1.0,2.0,4.0,4.0,1.0,-0.5,-0.5,Long-Runner,Down-Slopper,Down-Slopper
214401283,1.0,1.0,1.0,1.0,-0.5,-0.75,-0.75,Down-Slopper,Down-Slopper,Down-Slopper
214401853,1.0,1.0,1.0,1.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
215403957,1.0,1.0,5.0,5.0,0.0,4.0,4.0,One-Shot,Long-Runner,Long-Runner
221000052,1.0,1.0,1.0,2.0,0.0,-0.8,-0.6,One-Shot,Down-Slopper,Down-Slopper
200034718,1.0,1.0,1.0,1.0,0.0,0.0,-0.5,One-Shot,One-Shot,Down-Slopper
217603513,1.0,85.0,218.0,222.0,84.0,217.0,221.0,Long-Runner,Long-Runner,Long-Runner
215601519,1.0,2.0,2.0,2.0,-0.9764705882352941,-0.9908256880733946,-0.990990990990991,Down-Slopper,Down-Slopper,Down-Slopper
200057859,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,Down-Slopper,Down-Slopper,Down-Slopper
219200045,1.0,1.0,6.0,6.0,0.0,5.0,5.0,One-Shot,Long-Runner,Long-Runner
200066058,1.0,1.0,1.0,42.0,0.0,-0.8333333333333334,6.0,One-Shot,Down-Slopper,Long-Runner
212801344,1.0,1.0,1.0,1.0,0.0,0.0,-0.9761904761904762,One-Shot,One-Shot,Down-Slopper
220900013,1.0,1.0,1.0,1.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
212902399,1.0,1.0,3.0,3.0,0.0,2.0,2.0,One-Shot,Long-Runner,Long-Runner
214702011,1.0,1.0,1.0,1.0,0.0,-0.6666666666666667,-0.6666666666666667,One-Shot,Down-Slopper,Down-Slopper
226600013,1.0,1.0,12.0,14.0,0.0,11.0,13.0,One-Shot,Long-Runner,Long-Runner
224600015,1.0,1.0,4.0,9.0,0.0,-0.6666666666666667,-0.3571428571428571,One-Shot,Down-Slopper,Down-Slopper
200069409,1.0,26.0,3.0,33.0,25.0,-0.25,2.6666666666666665,Long-Runner,Down-Slopper,Long-Runner
200073419,1.0,1.0,103.0,94.0,-0.9615384615384616,33.333333333333336,1.8484848484848486,Down-Slopper,Long-Runner,Long-Runner
200071140,1.0,8.0,8.0,0.0,7.0,-0.9223300970873787,-1.0,Long-Runner,Down-Slopper,Down-Slopper
200068989,1.0,1.0,9.0,9.0,-0.875,0.125,inf,Down-Slopper,Long-Runner,Long-Runner
200066009,1.0,28.0,160.0,168.0,27.0,16.77777777777778,17.666666666666668,Long-Runner,Long-Runner,Long-Runner
245100029,1.0,18.0,160.0,168.0,-0.3571428571428571,0.0,0.0,Down-Slopper,One-Shot,One-Shot
247800584,1.0,44.0,78.0,65.0,1.4444444444444446,-0.5125,-0.6130952380952381,Long-Runner,Down-Slopper,Down-Slopper
200056232,1.0,51.0,61.0,0.0,0.15909090909090917,-0.21794871794871795,-1.0,Long-Runner,Down-Slopper,Down-Slopper
241700434,1.0,4.0,30.0,84.0,-0.9215686274509804,-0.5081967213114754,inf,Down-Slopper,Down-Slopper,Long-Runner
246401723,1.0,33.0,30.0,84.0,7.25,0.0,0.0,Long-Runner,One-Shot,One-Shot
200069425,1.0,11.0,11.0,0.0,-0.6666666666666667,-0.6333333333333333,-1.0,Down-Slopper,Down-Slopper,Down-Slopper
200067205,1.0,27.0,27.0,1.0,1.4545454545454546,1.4545454545454546,inf,Long-Runner,Long-Runner,Long-Runner
200010700,1.0,53.0,149.0,28.0,0.962962962962963,4.518518518518518,27.0,Long-Runner,Long-Runner,Long-Runner
200067437,1.0,1.0,3.0,9.0,-0.9811320754716981,-0.9798657718120806,-0.6785714285714286,Down-Slopper,Down-Slopper,Down-Slopper
200034700,1.0,2.0,8.0,31.0,1.0,1.6666666666666665,2.4444444444444446,Long-Runner,Long-Runner,Long-Runner
248500589,1.0,130.0,1.0,2.0,64.0,-0.875,-0.935483870967742,Long-Runner,Down-Slopper,Down-Slopper
200071199,1.0,1.0,1.0,0.0,-0.9923076923076923,0.0,-1.0,Down-Slopper,One-Shot,Down-Slopper
200072080,1.0,2.0,2.0,0.0,1.0,1.0,,Long-Runner,Long-Runner,Not Available
240300491,1.0,2.0,2.0,0.0,0.0,0.0,,One-Shot,One-Shot,Not Available
200072098,1.0,3.0,3.0,0.0,0.5,0.5,,Long-Runner,Long-Runner,Not Available
200066637,1.0,6.0,6.0,0.0,1.0,1.0,,Long-Runner,Long-Runner,Not Available
241501139,1.0,7.0,7.0,0.0,0.16666666666666674,0.16666666666666674,,Long-Runner,Long-Runner,Not Available
242900744,1.0,1.0,1.0,1.0,-0.8571428571428572,-0.8571428571428572,inf,Down-Slopper,Down-Slopper,Long-Runner
200069086,1.0,5.0,5.0,5.0,4.0,4.0,4.0,Long-Runner,Long-Runner,Long-Runner
248400236,1.0,5.0,31.0,34.0,0.0,5.2,5.8,One-Shot,Long-Runner,Long-Runner
226300010,1.0,26.0,24.0,23.0,4.2,-0.22580645161290325,-0.32352941176470584,Long-Runner,Down-Slopper,Down-Slopper
223700014,1.0,24.0,2.0,3.0,-0.07692307692307687,-0.9166666666666666,-0.8695652173913043,Down-Slopper,Down-Slopper,Down-Slopper
225700012,1.0,20.0,20.0,0.0,-0.16666666666666663,9.0,-1.0,Down-Slopper,Long-Runner,Down-Slopper
225400019,1.0,7.0,17.0,1.0,-0.65,-0.15000000000000002,inf,Down-Slopper,Down-Slopper,Long-Runner
223300013,1.0,90.0,164.0,84.0,11.857142857142858,8.647058823529411,83.0,Long-Runner,Long-Runner,Long-Runner
227605409,1.0,238.0,131.0,139.0,1.6444444444444444,-0.2012195121951219,0.6547619047619047,Long-Runner,Down-Slopper,Long-Runner
222702292,1.0,104.0,32.0,25.0,-0.5630252100840336,-0.7557251908396947,-0.8201438848920863,Down-Slopper,Down-Slopper,Down-Slopper
221401185,1.0,19.0,23.0,104.0,-0.8173076923076923,-0.28125,3.16,Down-Slopper,Down-Slopper,Long-Runner
220600019,1.0,1.0,48.0,58.0,-0.9473684210526316,1.0869565217391304,-0.4423076923076923,Down-Slopper,Long-Runner,Down-Slopper
228400016,1.0,1.0,21.0,34.0,0.0,-0.5625,-0.4137931034482759,One-Shot,Down-Slopper,Down-Slopper
228300018,1.0,1.0,9.0,8.0,0.0,-0.5714285714285714,-0.7647058823529411,One-Shot,Down-Slopper,Down-Slopper
220400014,1.0,4.0,34.0,94.0,3.0,2.7777777777777777,10.75,Long-Runner,Long-Runner,Long-Runner
220500011,1.0,7.0,116.0,122.0,0.75,2.411764705882353,0.2978723404255319,Long-Runner,Long-Runner,Long-Runner
224400028,1.0,209.0,517.0,541.0,28.857142857142858,3.456896551724138,3.4344262295081966,Long-Runner,Long-Runner,Long-Runner
224900019,1.0,84.0,176.0,251.0,-0.5980861244019139,-0.6595744680851063,-0.5360443622920518,Down-Slopper,Down-Slopper,Down-Slopper
227200029,1.0,37.0,1.0,67.0,-0.5595238095238095,-0.9943181818181818,-0.7330677290836654,Down-Slopper,Down-Slopper,Down-Slopper
213803828,1.0,3.0,20.0,20.0,-0.9189189189189189,19.0,-0.7014925373134329,Down-Slopper,Long-Runner,Down-Slopper
216902718,1.0,10.0,10.0,9.0,2.3333333333333335,-0.5,-0.55,Long-Runner,Down-Slopper,Down-Slopper
216901231,1.0,13.0,16.0,17.0,0.30000000000000004,0.6000000000000001,0.8888888888888888,Long-Runner,Long-Runner,Long-Runner
213801855,1.0,45.0,116.0,126.0,2.4615384615384617,6.25,6.411764705882353,Long-Runner,Long-Runner,Long-Runner
212203608,1.0,1.0,1.0,1.0,-0.9777777777777777,-0.9913793103448276,-0.9920634920634921,Down-Slopper,Down-Slopper,Down-Slopper
215600115,1.0,1.0,2.0,2.0,0.0,1.0,1.0,One-Shot,Long-Runner,Long-Runner
215600784,1.0,1.0,1.0,1.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
215601212,1.0,1.0,48.0,55.0,0.0,47.0,54.0,One-Shot,Long-Runner,Long-Runner
215602327,1.0,1.0,2.0,2.0,0.0,-0.9583333333333334,-0.9636363636363636,One-Shot,Down-Slopper,Down-Slopper
213500515,1.0,2.0,11.0,11.0,1.0,4.5,4.5,Long-Runner,Long-Runner,Long-Runner
212202048,1.0,3.0,5.0,7.0,0.5,-0.5454545454545454,-0.36363636363636365,Long-Runner,Down-Slopper,Down-Slopper
215602061,1.0,4.0,13.0,20.0,0.33333333333333326,1.6,1.8571428571428572,Long-Runner,Long-Runner,Long-Runner
213503642,1.0,5.0,6.0,6.0,0.25,-0.5384615384615384,-0.7,Long-Runner,Down-Slopper,Down-Slopper
212201131,1.0,6.0,7.0,7.0,0.19999999999999996,0.16666666666666674,0.16666666666666674,Long-Runner,Long-Runner,Long-Runner
213502818,1.0,7.0,11.0,11.0,0.16666666666666674,0.5714285714285714,0.5714285714285714,Long-Runner,Long-Runner,Long-Runner
212202782,1.0,8.0,9.0,11.0,0.1428571428571428,-0.18181818181818177,0.0,Long-Runner,Down-Slopper,One-Shot
212203897,1.0,8.0,8.0,8.0,0.0,-0.11111111111111116,-0.2727272727272727,One-Shot,Down-Slopper,Down-Slopper
212200703,1.0,11.0,11.0,10.0,0.375,0.375,0.25,Long-Runner,Long-Runner,Long-Runner
216802538,1.0,1.0,1.0,1.0,-0.9090909090909091,-0.9090909090909091,-0.9,Down-Slopper,Down-Slopper,Down-Slopper
216802710,1.0,3.0,3.0,3.0,2.0,2.0,2.0,Long-Runner,Long-Runner,Long-Runner
216803841,1.0,3.0,3.0,3.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
216802785,1.0,5.0,5.0,5.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,Long-Runner,Long-Runner,Long-Runner
216803759,1.0,7.0,7.0,7.0,0.3999999999999999,0.3999999999999999,0.3999999999999999,Long-Runner,Long-Runner,Long-Runner
216802249,1.0,41.0,43.0,46.0,4.857142857142857,5.142857142857143,5.571428571428571,Long-Runner,Long-Runner,Long-Runner
215900176,1.0,2.0,2.0,1.0,-0.9512195121951219,-0.9534883720930233,-0.9782608695652174,Down-Slopper,Down-Slopper,Down-Slopper
215905993,1.0,2.0,1.0,19.0,0.0,-0.5,18.0,One-Shot,Down-Slopper,Long-Runner
215903501,1.0,3.0,28.0,303.0,0.5,27.0,14.947368421052632,Long-Runner,Long-Runner,Long-Runner
215900093,1.0,4.0,7.0,7.0,0.33333333333333326,-0.75,-0.976897689768977,Long-Runner,Down-Slopper,Down-Slopper
215901968,1.0,5.0,6.0,5.0,0.25,-0.1428571428571429,-0.2857142857142857,Long-Runner,Down-Slopper,Down-Slopper
215905126,1.0,38.0,231.0,261.0,6.6,37.5,51.2,Long-Runner,Long-Runner,Long-Runner
219200730,1.0,13.0,22.0,25.0,-0.6578947368421053,-0.9047619047619048,-0.9042145593869731,Down-Slopper,Down-Slopper,Down-Slopper
219200508,1.0,7.0,18.0,18.0,-0.46153846153846156,-0.18181818181818177,-0.28,Down-Slopper,Down-Slopper,Down-Slopper
219400280,1.0,264.0,18.0,18.0,36.714285714285715,0.0,0.0,Long-Runner,One-Shot,One-Shot
219400199,1.0,5.0,5.0,0.0,-0.9810606060606061,-0.7222222222222222,-1.0,Down-Slopper,Down-Slopper,Down-Slopper
213300635,1.0,79.0,62.0,85.0,14.8,11.4,inf,Long-Runner,Long-Runner,Long-Runner
218601946,1.0,43.0,44.0,56.0,-0.45569620253164556,-0.29032258064516125,-0.3411764705882353,Down-Slopper,Down-Slopper,Down-Slopper
211703004,1.0,300.0,738.0,454.0,5.976744186046512,15.772727272727273,7.107142857142858,Long-Runner,Long-Runner,Long-Runner
214700015,1.0,5.0,73.0,87.0,-0.9833333333333333,-0.9010840108401084,-0.8083700440528634,Down-Slopper,Down-Slopper,Down-Slopper
213101496,1.0,1.0,1.0,1.0,-0.8,-0.9863013698630136,-0.9885057471264368,Down-Slopper,Down-Slopper,Down-Slopper
213101843,1.0,1.0,1.0,1.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
