SIREN,2017,2018,2020,2022,speed_2018,speed_2020,speed_2022,speed_2018_category,speed_2020_category,speed_2022_category
213105414,1.0,1.0,1.0,1.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
213100225,1.0,4.0,4.0,4.0,3.0,3.0,3.0,Long-Runner,Long-Runner,Long-Runner
213100449,1.0,4.0,4.0,4.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
213401649,1.0,15.0,15.0,16.0,2.75,2.75,3.0,Long-Runner,Long-Runner,Long-Runner
213401797,1.0,15.0,18.0,20.0,0.0,0.19999999999999996,0.25,One-Shot,Long-Runner,Long-Runner
213402274,1.0,15.0,13.0,15.0,0.0,-0.2777777777777778,-0.25,One-Shot,Down-Slopper,Down-Slopper
213002371,1.0,18.0,16.0,17.0,0.19999999999999996,0.23076923076923084,0.1333333333333333,Long-Runner,Long-Runner,Long-Runner
213400278,1.0,18.0,19.0,19.0,0.0,0.1875,0.11764705882352944,One-Shot,Long-Runner,Long-Runner
213402563,1.0,20.0,19.0,20.0,0.11111111111111116,0.0,0.05263157894736836,Long-Runner,One-Shot,Long-Runner
213402951,1.0,21.0,20.0,20.0,0.050000000000000044,0.05263157894736836,0.0,Long-Runner,Long-Runner,One-Shot
213401235,1.0,22.0,29.0,27.0,0.04761904761904767,0.44999999999999996,0.3500000000000001,Long-Runner,Long-Runner,Long-Runner
213402498,1.0,22.0,21.0,23.0,0.0,-0.27586206896551724,-0.14814814814814814,One-Shot,Down-Slopper,Down-Slopper
213402597,1.0,22.0,21.0,20.0,0.0,0.0,-0.13043478260869568,One-Shot,One-Shot,Down-Slopper
213402704,1.0,22.0,23.0,21.0,0.0,0.09523809523809534,0.050000000000000044,One-Shot,Long-Runner,Long-Runner
213400229,1.0,23.0,26.0,23.0,0.045454545454545414,0.13043478260869557,0.09523809523809534,Long-Runner,Long-Runner,Long-Runner
213402175,1.0,23.0,25.0,22.0,0.0,-0.038461538461538436,-0.04347826086956519,One-Shot,Down-Slopper,Down-Slopper
213403074,1.0,23.0,21.0,21.0,0.0,-0.16000000000000003,-0.045454545454545414,One-Shot,Down-Slopper,Down-Slopper
213401698,1.0,24.0,23.0,22.0,0.04347826086956519,0.09523809523809534,0.04761904761904767,Long-Runner,Long-Runner,Long-Runner
213401169,1.0,25.0,23.0,25.0,0.04166666666666674,0.0,0.13636363636363646,Long-Runner,One-Shot,Long-Runner
213400872,1.0,26.0,23.0,21.0,0.040000000000000036,0.0,-0.16000000000000003,Long-Runner,One-Shot,Down-Slopper
213400955,1.0,27.0,28.0,27.0,0.03846153846153855,0.21739130434782616,0.2857142857142858,Long-Runner,Long-Runner,Long-Runner
213401201,1.0,27.0,26.0,23.0,0.0,-0.0714285714285714,-0.14814814814814814,One-Shot,Down-Slopper,Down-Slopper
213400583,1.0,28.0,26.0,23.0,0.03703703703703698,0.0,0.0,Long-Runner,One-Shot,One-Shot
213401292,1.0,29.0,28.0,27.0,0.03571428571428581,0.07692307692307687,0.17391304347826098,Long-Runner,Long-Runner,Long-Runner
213401987,1.0,29.0,28.0,25.0,0.0,0.0,-0.07407407407407407,One-Shot,One-Shot,Down-Slopper
213402027,1.0,29.0,27.0,24.0,0.0,-0.0357142857142857,-0.040000000000000036,One-Shot,Down-Slopper,Down-Slopper
213403272,1.0,29.0,27.0,24.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
213400906,1.0,30.0,29.0,28.0,0.034482758620689724,0.07407407407407418,0.16666666666666674,Long-Runner,Long-Runner,Long-Runner
213403371,1.0,30.0,29.0,26.0,0.0,0.0,-0.0714285714285714,One-Shot,One-Shot,Down-Slopper
213400575,1.0,32.0,32.0,30.0,0.06666666666666665,0.10344827586206895,0.15384615384615374,Long-Runner,Long-Runner,Long-Runner
213400880,1.0,32.0,29.0,27.0,0.0,-0.09375,-0.09999999999999998,One-Shot,Down-Slopper,Down-Slopper
213401342,1.0,33.0,31.0,28.0,0.03125,0.06896551724137923,0.03703703703703698,Long-Runner,Long-Runner,Long-Runner
213400773,1.0,36.0,36.0,32.0,0.09090909090909083,0.16129032258064524,0.1428571428571428,Long-Runner,Long-Runner,Long-Runner
213401722,1.0,118.0,105.0,88.0,2.2777777777777777,1.9166666666666665,1.75,Long-Runner,Long-Runner,Long-Runner
218902781,1.0,7.0,14.0,7.0,-0.940677966101695,-0.8666666666666667,-0.9204545454545454,Down-Slopper,Down-Slopper,Down-Slopper
210400701,1.0,75.0,100.0,208.0,9.714285714285714,6.142857142857143,28.714285714285715,Long-Runner,Long-Runner,Long-Runner
218400075,1.0,27.0,42.0,90.0,-0.64,-0.5800000000000001,-0.5673076923076923,Down-Slopper,Down-Slopper,Down-Slopper
211300058,1.0,1.0,42.0,90.0,-0.962962962962963,0.0,0.0,Down-Slopper,One-Shot,One-Shot
211300470,1.0,2.0,33.0,35.0,1.0,-0.2142857142857143,-0.6111111111111112,Long-Runner,Down-Slopper,Down-Slopper
210600045,1.0,38.0,107.0,310.0,18.0,2.242424242424242,7.857142857142858,Long-Runner,Long-Runner,Long-Runner
211300561,1.0,120.0,15.0,44.0,2.1578947368421053,-0.8598130841121495,-0.8580645161290322,Long-Runner,Down-Slopper,Down-Slopper
210600888,1.0,80.0,82.0,89.0,-0.33333333333333337,4.466666666666667,1.022727272727273,Down-Slopper,Long-Runner,Long-Runner
218500890,1.0,2.0,82.0,89.0,-0.975,0.0,0.0,Down-Slopper,One-Shot,One-Shot
214900540,1.0,3.0,3.0,0.0,0.5,-0.9634146341463414,-1.0,Long-Runner,Down-Slopper,Down-Slopper
214400400,1.0,4.0,4.0,4.0,0.33333333333333326,0.33333333333333326,inf,Long-Runner,Long-Runner,Long-Runner
214401200,1.0,4.0,4.0,4.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
214401143,1.0,7.0,18.0,20.0,0.75,3.5,4.0,Long-Runner,Long-Runner,Long-Runner
218501914,1.0,48.0,48.0,49.0,5.857142857142857,1.6666666666666665,1.4500000000000002,Long-Runner,Long-Runner,Long-Runner
214900078,1.0,39.0,45.0,74.0,-0.1875,-0.0625,0.510204081632653,Down-Slopper,Down-Slopper,Long-Runner
217201813,1.0,25.0,24.0,70.0,-0.3589743589743589,-0.4666666666666667,-0.05405405405405406,Down-Slopper,Down-Slopper,Down-Slopper
200053767,1.0,71.0,71.0,39.0,1.8399999999999999,1.9583333333333335,-0.44285714285714284,Long-Runner,Long-Runner,Down-Slopper
234500023,1.0,46.0,24.0,203.0,-0.352112676056338,-0.6619718309859155,4.205128205128205,Down-Slopper,Down-Slopper,Long-Runner
200058006,1.0,98.0,11.0,0.0,1.1304347826086958,-0.5416666666666667,-1.0,Long-Runner,Down-Slopper,Down-Slopper
243400017,1.0,98.0,136.0,170.0,0.0,11.363636363636363,inf,One-Shot,Long-Runner,Long-Runner
213500010,1.0,98.0,4.0,4.0,0.0,-0.9705882352941176,-0.9764705882352941,One-Shot,Down-Slopper,Down-Slopper
306966110,1.0,98.0,12.0,20.0,0.0,2.0,4.0,One-Shot,Long-Runner,Long-Runner
384452611,1.0,98.0,1.0,1.0,0.0,-0.9166666666666666,-0.95,One-Shot,Down-Slopper,Down-Slopper
776258261,1.0,98.0,3.0,0.0,0.0,2.0,-1.0,One-Shot,Long-Runner,Down-Slopper
392178570,1.0,98.0,14.0,14.0,0.0,3.666666666666667,inf,One-Shot,Long-Runner,Long-Runner
287500052,1.0,98.0,23.0,27.0,0.0,0.6428571428571428,0.9285714285714286,One-Shot,Long-Runner,Long-Runner
256404393,1.0,98.0,1.0,1.0,0.0,-0.9565217391304348,-0.962962962962963,One-Shot,Down-Slopper,Down-Slopper
216400085,1.0,98.0,2.0,2.0,0.0,1.0,1.0,One-Shot,Long-Runner,Long-Runner
210400016,1.0,98.0,4.0,4.0,0.0,1.0,1.0,One-Shot,Long-Runner,Long-Runner
216400135,1.0,98.0,2.0,2.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
216400143,1.0,98.0,2.0,2.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
404453110,1.0,98.0,29.0,46.0,0.0,13.5,22.0,One-Shot,Long-Runner,Long-Runner
323266205,1.0,98.0,38.0,68.0,0.0,0.31034482758620685,0.4782608695652173,One-Shot,Long-Runner,Long-Runner
214000010,1.0,98.0,1.0,1.0,0.0,-0.9736842105263158,-0.9852941176470589,One-Shot,Down-Slopper,Down-Slopper
316465236,1.0,98.0,174.0,470.0,0.0,173.0,469.0,One-Shot,Long-Runner,Long-Runner
217300086,1.0,98.0,1.0,1.0,0.0,-0.9942528735632183,-0.997872340425532,One-Shot,Down-Slopper,Down-Slopper
218100048,1.0,98.0,24.0,26.0,0.0,23.0,25.0,One-Shot,Long-Runner,Long-Runner
254003304,1.0,98.0,5.0,6.0,0.0,-0.7916666666666666,-0.7692307692307692,One-Shot,Down-Slopper,Down-Slopper
213000102,1.0,98.0,3.0,3.0,0.0,-0.4,-0.5,One-Shot,Down-Slopper,Down-Slopper
216400242,1.0,98.0,19.0,158.0,0.0,5.333333333333333,51.666666666666664,One-Shot,Long-Runner,Long-Runner
784237539,1.0,98.0,99.0,98.0,0.0,4.2105263157894735,-0.379746835443038,One-Shot,Long-Runner,Down-Slopper
305350795,1.0,98.0,4.0,5.0,0.0,-0.9595959595959596,-0.9489795918367347,One-Shot,Down-Slopper,Down-Slopper
451366611,1.0,98.0,10.0,10.0,0.0,1.5,1.0,One-Shot,Long-Runner,Long-Runner
220700017,1.0,98.0,17.0,0.0,0.0,0.7,-1.0,One-Shot,Long-Runner,Down-Slopper
487977985,1.0,98.0,14.0,0.0,0.0,-0.17647058823529416,,One-Shot,Down-Slopper,Not Available
216400457,1.0,98.0,2.0,2.0,0.0,-0.8571428571428572,inf,One-Shot,Down-Slopper,Long-Runner
447740036,1.0,98.0,4.0,4.0,0.0,1.0,1.0,One-Shot,Long-Runner,Long-Runner
200050714,1.0,98.0,5.0,4.0,0.0,0.25,0.0,One-Shot,Long-Runner,One-Shot
534194451,1.0,98.0,209.0,165.0,0.0,40.8,40.25,One-Shot,Long-Runner,Long-Runner
829854181,1.0,98.0,20.0,12.0,0.0,-0.9043062200956937,-0.9272727272727272,One-Shot,Down-Slopper,Down-Slopper
822734307,1.0,98.0,142.0,249.0,0.0,6.1,19.75,One-Shot,Long-Runner,Long-Runner
420010878,1.0,98.0,22.0,12.0,0.0,-0.8450704225352113,-0.9518072289156626,One-Shot,Down-Slopper,Down-Slopper
478029127,1.0,98.0,57.0,39.0,0.0,1.5909090909090908,2.25,One-Shot,Long-Runner,Long-Runner
488233313,1.0,98.0,59.0,59.0,0.0,0.03508771929824572,0.5128205128205128,One-Shot,Long-Runner,Long-Runner
311059422,1.0,98.0,356.0,356.0,0.0,5.033898305084746,5.033898305084746,One-Shot,Long-Runner,Long-Runner
308599703,1.0,98.0,38.0,31.0,0.0,-0.8932584269662921,-0.9129213483146067,One-Shot,Down-Slopper,Down-Slopper
422969667,1.0,98.0,15.0,11.0,0.0,-0.6052631578947368,-0.6451612903225806,One-Shot,Down-Slopper,Down-Slopper
324465632,1.0,98.0,32.0,32.0,0.0,1.1333333333333333,1.9090909090909092,One-Shot,Long-Runner,Long-Runner
200052488,1.0,98.0,1.0,1.0,0.0,-0.96875,-0.96875,One-Shot,Down-Slopper,Down-Slopper
429596190,1.0,98.0,1.0,1.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
221100019,1.0,98.0,23.0,59.0,0.0,22.0,58.0,One-Shot,Long-Runner,Long-Runner
213100332,1.0,98.0,1.0,3.0,0.0,-0.9565217391304348,-0.9491525423728814,One-Shot,Down-Slopper,Down-Slopper
200021624,1.0,98.0,3.0,3.0,0.0,2.0,0.0,One-Shot,Long-Runner,One-Shot
217100148,1.0,98.0,8.0,4.0,0.0,1.6666666666666665,0.33333333333333326,One-Shot,Long-Runner,Long-Runner
824433866,1.0,98.0,12.0,0.0,0.0,0.5,-1.0,One-Shot,Long-Runner,Down-Slopper
216400861,1.0,98.0,2.0,2.0,0.0,-0.8333333333333334,inf,One-Shot,Down-Slopper,Long-Runner
218300093,1.0,98.0,1.0,1.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
226700011,1.0,98.0,100.0,100.0,0.0,99.0,99.0,One-Shot,Long-Runner,Long-Runner
245400601,1.0,98.0,2.0,2.0,0.0,-0.98,-0.98,One-Shot,Down-Slopper,Down-Slopper
214400103,1.0,98.0,1.0,1.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
200064699,1.0,98.0,2.0,2.0,0.0,1.0,1.0,One-Shot,Long-Runner,Long-Runner
212200042,1.0,98.0,3.0,4.0,0.0,0.5,1.0,One-Shot,Long-Runner,Long-Runner
216401059,1.0,98.0,2.0,2.0,0.0,-0.33333333333333337,-0.5,One-Shot,Down-Slopper,Down-Slopper
216201087,1.0,98.0,1.0,1.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
212400378,1.0,98.0,3.0,3.0,0.0,2.0,2.0,One-Shot,Long-Runner,Long-Runner
200041481,1.0,98.0,3.0,4.0,0.0,0.0,0.33333333333333326,One-Shot,One-Shot,Long-Runner
214400137,1.0,98.0,1.0,1.0,0.0,-0.6666666666666667,-0.75,One-Shot,Down-Slopper,Down-Slopper
213100696,1.0,98.0,76.0,91.0,0.0,75.0,90.0,One-Shot,Long-Runner,Long-Runner
214100182,1.0,98.0,14.0,34.0,0.0,-0.8157894736842105,-0.6263736263736264,One-Shot,Down-Slopper,Down-Slopper
217700376,1.0,98.0,3.0,3.0,0.0,-0.7857142857142857,-0.9117647058823529,One-Shot,Down-Slopper,Down-Slopper
219400041,1.0,98.0,4.0,0.0,0.0,0.33333333333333326,-1.0,One-Shot,Long-Runner,Down-Slopper
219100864,1.0,98.0,0.0,2.0,0.0,-1.0,inf,One-Shot,Down-Slopper,Long-Runner
213500408,1.0,98.0,6.0,6.0,0.0,inf,2.0,One-Shot,Long-Runner,Long-Runner
217700533,1.0,98.0,1.0,1.0,0.0,-0.8333333333333334,-0.8333333333333334,One-Shot,Down-Slopper,Down-Slopper
216900290,1.0,98.0,4.0,4.0,0.0,3.0,3.0,One-Shot,Long-Runner,Long-Runner
852356583,1.0,98.0,2.0,2.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
410582613,1.0,98.0,1.0,1.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
216401554,1.0,98.0,2.0,2.0,0.0,1.0,1.0,One-Shot,Long-Runner,Long-Runner
200011773,1.0,98.0,1.0,8.0,0.0,-0.5,3.0,One-Shot,Down-Slopper,Long-Runner
200041630,1.0,98.0,10.0,55.0,0.0,9.0,5.875,One-Shot,Long-Runner,Long-Runner
200006682,1.0,98.0,2.0,2.0,0.0,-0.8,-0.9636363636363636,One-Shot,Down-Slopper,Down-Slopper
200039915,1.0,98.0,1.0,1.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
243600327,1.0,98.0,142.0,151.0,0.0,141.0,150.0,One-Shot,Long-Runner,Long-Runner
246800726,1.0,98.0,2.0,2.0,0.0,-0.9859154929577465,-0.9867549668874173,One-Shot,Down-Slopper,Down-Slopper
243400769,1.0,98.0,1.0,1.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
200030385,1.0,98.0,12.0,77.0,0.0,11.0,76.0,One-Shot,Long-Runner,Long-Runner
248100430,1.0,98.0,1.0,13.0,0.0,-0.9166666666666666,-0.8311688311688312,One-Shot,Down-Slopper,Down-Slopper
200066876,1.0,98.0,15.0,28.0,0.0,14.0,1.1538461538461537,One-Shot,Long-Runner,Long-Runner
200067874,1.0,98.0,1.0,1.0,0.0,-0.9333333333333333,-0.9642857142857143,One-Shot,Down-Slopper,Down-Slopper
248100737,1.0,98.0,3.0,6.0,0.0,2.0,5.0,One-Shot,Long-Runner,Long-Runner
200067114,1.0,98.0,2.0,3.0,0.0,-0.33333333333333337,-0.5,One-Shot,Down-Slopper,Down-Slopper
244400610,1.0,98.0,64.0,137.0,0.0,31.0,44.666666666666664,One-Shot,Long-Runner,Long-Runner
247600786,1.0,98.0,1.0,1.0,0.0,-0.984375,-0.9927007299270073,One-Shot,Down-Slopper,Down-Slopper
244400644,1.0,98.0,22.0,111.0,0.0,21.0,110.0,One-Shot,Long-Runner,Long-Runner
240600551,1.0,98.0,0.0,1.0,0.0,-1.0,-0.990990990990991,One-Shot,Down-Slopper,Down-Slopper
245300330,1.0,98.0,1.0,1.0,0.0,inf,0.0,One-Shot,Long-Runner,One-Shot
245901160,1.0,98.0,6.0,8.0,0.0,5.0,7.0,One-Shot,Long-Runner,Long-Runner
247000011,1.0,98.0,2.0,1.0,0.0,-0.6666666666666667,-0.875,One-Shot,Down-Slopper,Down-Slopper
248300493,1.0,98.0,4.0,7.0,0.0,1.0,6.0,One-Shot,Long-Runner,Long-Runner
200043172,1.0,98.0,2.0,2.0,0.0,-0.5,-0.7142857142857143,One-Shot,Down-Slopper,Down-Slopper
248900334,1.0,98.0,4.0,2.0,0.0,1.0,0.0,One-Shot,Long-Runner,One-Shot
200039857,1.0,98.0,3.0,3.0,0.0,-0.25,0.5,One-Shot,Down-Slopper,Long-Runner
200071892,1.0,98.0,523.0,626.0,0.0,173.33333333333334,207.66666666666666,One-Shot,Long-Runner,Long-Runner
200071454,1.0,98.0,1.0,1.0,0.0,-0.9980879541108987,-0.9984025559105432,One-Shot,Down-Slopper,Down-Slopper
200069821,1.0,98.0,6.0,6.0,0.0,5.0,5.0,One-Shot,Long-Runner,Long-Runner
200066124,1.0,98.0,8.0,92.0,0.0,0.33333333333333326,14.333333333333334,One-Shot,Long-Runner,Long-Runner
200067825,1.0,98.0,1.0,1.0,0.0,-0.875,-0.9891304347826086,One-Shot,Down-Slopper,Down-Slopper
248400251,1.0,98.0,17.0,17.0,0.0,16.0,16.0,One-Shot,Long-Runner,Long-Runner
200069052,1.0,98.0,86.0,92.0,0.0,4.0588235294117645,4.411764705882353,One-Shot,Long-Runner,Long-Runner
247100589,1.0,98.0,3.0,5.0,0.0,-0.9651162790697675,-0.9456521739130435,One-Shot,Down-Slopper,Down-Slopper
200069110,1.0,98.0,55.0,87.0,0.0,17.333333333333332,16.4,One-Shot,Long-Runner,Long-Runner
200010650,1.0,98.0,1.0,2.0,0.0,-0.9818181818181818,-0.9770114942528736,One-Shot,Down-Slopper,Down-Slopper
200034825,1.0,98.0,1.0,1.0,0.0,0.0,-0.5,One-Shot,One-Shot,Down-Slopper
243400819,1.0,98.0,3.0,3.0,0.0,2.0,2.0,One-Shot,Long-Runner,Long-Runner
200069532,1.0,98.0,53.0,68.0,0.0,16.666666666666668,21.666666666666668,One-Shot,Long-Runner,Long-Runner
200065886,1.0,98.0,67.0,90.0,0.0,0.26415094339622636,0.32352941176470584,One-Shot,Long-Runner,Long-Runner
200070308,1.0,98.0,1.0,2.0,0.0,-0.9850746268656716,-0.9777777777777777,One-Shot,Down-Slopper,Down-Slopper
244500203,1.0,98.0,1.0,8.0,0.0,0.0,3.0,One-Shot,One-Shot,Long-Runner
240300608,1.0,98.0,2.0,1.0,0.0,1.0,-0.875,One-Shot,Long-Runner,Down-Slopper
200057958,1.0,98.0,6.0,0.0,0.0,2.0,-1.0,One-Shot,Long-Runner,Down-Slopper
200067254,1.0,98.0,37.0,3.0,0.0,2.0833333333333335,inf,One-Shot,Long-Runner,Long-Runner
240100750,1.0,98.0,2.0,2.0,0.0,-0.9459459459459459,-0.33333333333333337,One-Shot,Down-Slopper,Down-Slopper
200069037,1.0,98.0,1.0,11.0,0.0,-0.5,4.5,One-Shot,Down-Slopper,Long-Runner
200067791,1.0,98.0,1.0,1.0,0.0,0.0,-0.9090909090909091,One-Shot,One-Shot,Down-Slopper
243800604,1.0,98.0,2.0,2.0,0.0,1.0,1.0,One-Shot,Long-Runner,Long-Runner
200071413,1.0,98.0,2.0,3.0,0.0,0.0,0.5,One-Shot,One-Shot,Long-Runner
200068120,1.0,98.0,7.0,8.0,0.0,2.5,1.6666666666666665,One-Shot,Long-Runner,Long-Runner
200067965,1.0,98.0,1.0,2.0,0.0,-0.8571428571428572,-0.75,One-Shot,Down-Slopper,Down-Slopper
200035731,1.0,98.0,2.0,2.0,0.0,1.0,0.0,One-Shot,Long-Runner,One-Shot
241200187,1.0,98.0,2.0,4.0,0.0,0.0,1.0,One-Shot,One-Shot,Long-Runner
200066355,1.0,98.0,26.0,15.0,0.0,12.0,2.75,One-Shot,Long-Runner,Long-Runner
240600585,1.0,98.0,7.0,9.0,0.0,-0.7307692307692308,-0.4,One-Shot,Down-Slopper,Down-Slopper
200072072,1.0,98.0,1.0,1.0,0.0,-0.8571428571428572,-0.8888888888888888,One-Shot,Down-Slopper,Down-Slopper
245701222,1.0,98.0,12.0,12.0,0.0,11.0,11.0,One-Shot,Long-Runner,Long-Runner
200035319,1.0,98.0,11.0,16.0,0.0,-0.08333333333333337,0.33333333333333326,One-Shot,Down-Slopper,Long-Runner
248400053,1.0,98.0,108.0,127.0,0.0,8.818181818181818,6.9375,One-Shot,Long-Runner,Long-Runner
200077014,1.0,98.0,1.0,1.0,0.0,-0.9907407407407407,-0.9921259842519685,One-Shot,Down-Slopper,Down-Slopper
219400165,1.0,98.0,30.0,34.0,0.0,29.0,33.0,One-Shot,Long-Runner,Long-Runner
211401187,1.0,98.0,5.0,12.0,0.0,-0.8333333333333334,-0.6470588235294117,One-Shot,Down-Slopper,Down-Slopper
215600305,1.0,98.0,2.0,2.0,0.0,-0.6,-0.8333333333333334,One-Shot,Down-Slopper,Down-Slopper
216401661,1.0,98.0,2.0,2.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
213101132,1.0,98.0,1.0,2.0,0.0,-0.5,0.0,One-Shot,Down-Slopper,One-Shot
213101181,1.0,98.0,0.0,1.0,0.0,-1.0,-0.5,One-Shot,Down-Slopper,Down-Slopper
213101355,1.0,98.0,2.0,2.0,0.0,inf,1.0,One-Shot,Long-Runner,Long-Runner
244900882,1.0,98.0,4.0,4.0,0.0,1.0,1.0,One-Shot,Long-Runner,Long-Runner
200066371,1.0,98.0,2.0,2.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
247600539,1.0,98.0,23.0,23.0,0.0,10.5,10.5,One-Shot,Long-Runner,Long-Runner
200033116,1.0,98.0,1.0,1.0,0.0,-0.9565217391304348,-0.9565217391304348,One-Shot,Down-Slopper,Down-Slopper
245901152,1.0,98.0,1.0,1.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
200068815,1.0,98.0,1.0,1.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
200039204,1.0,98.0,9.0,15.0,0.0,8.0,14.0,One-Shot,Long-Runner,Long-Runner
200041515,1.0,98.0,1.0,1.0,0.0,-0.8888888888888888,-0.9333333333333333,One-Shot,Down-Slopper,Down-Slopper
240500439,1.0,98.0,1.0,2.0,0.0,0.0,1.0,One-Shot,One-Shot,Long-Runner
200070530,1.0,98.0,1.0,1.0,0.0,0.0,-0.5,One-Shot,One-Shot,Down-Slopper
246900740,1.0,98.0,7.0,9.0,0.0,6.0,8.0,One-Shot,Long-Runner,Long-Runner
246000566,1.0,98.0,1.0,1.0,0.0,-0.8571428571428572,-0.8888888888888888,One-Shot,Down-Slopper,Down-Slopper
242600252,1.0,98.0,1.0,1.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
200065894,1.0,98.0,3.0,5.0,0.0,2.0,4.0,One-Shot,Long-Runner,Long-Runner
243500550,1.0,98.0,4.0,4.0,0.0,0.33333333333333326,-0.19999999999999996,One-Shot,Long-Runner,Down-Slopper
240300756,1.0,98.0,8.0,0.0,0.0,1.0,-1.0,One-Shot,Long-Runner,Down-Slopper
248400319,1.0,98.0,6.0,7.0,0.0,-0.25,inf,One-Shot,Down-Slopper,Long-Runner
200068377,1.0,98.0,2.0,2.0,0.0,-0.6666666666666667,-0.7142857142857143,One-Shot,Down-Slopper,Down-Slopper
200066884,1.0,98.0,1.0,2.0,0.0,-0.5,0.0,One-Shot,Down-Slopper,One-Shot
200068146,1.0,98.0,1.0,1.0,0.0,0.0,-0.5,One-Shot,One-Shot,Down-Slopper
243100773,1.0,98.0,1.0,1.0,0.0,0.0,0.0,One-Shot,One-Shot,One-Shot
200041465,1.0,98.0,1.0,0.0,0.0,0.0,-1.0,One-Shot,One-Shot,Down-Slopper
241300375,1.0,98.0,4.0,4.0,0.0,3.0,inf,One-Shot,Long-Runner,Long-Runner
243100658,1.0,98.0,0.0,2.0,0.0,-1.0,-0.5,One-Shot,Down-Slopper,Down-Slopper
263300626,1.0,98.0,3.0,5.0,0.0,inf,1.5,One-Shot,Long-Runner,Long-Runner
217700673,1.0,98.0,1.0,1.0,0.0,-0.6666666666666667,-0.8,One-Shot,Down-Slopper,Down-Slopper
215101015,1.0,98.0,1.0,0.0,0.0,0.0,-1.0,One-Shot,One-Shot,Down-Slopper
217300656,1.0,98.0,13.0,37.0,0.0,12.0,inf,One-Shot,Long-Runner,Long-Runner
200075810,1.0,98.0,2.0,2.0,0.0,-0.8461538461538461,-0.9459459459459459,One-Shot,Down-Slopper,Down-Slopper
216900407,1.0,98.0,6.0,6.0,0.0,2.0,2.0,One-Shot,Long-Runner,Long-Runner
217700798,1.0,98.0,9.0,9.0,0.0,0.5,0.5,One-Shot,Long-Runner,Long-Runner
221600018,1.0,98.0,57.0,71.0,0.0,5.333333333333333,6.888888888888889,One-Shot,Long-Runner,Long-Runner
830836698,1.0,98.0,16.0,17.0,0.0,-0.7192982456140351,-0.7605633802816901,One-Shot,Down-Slopper,Down-Slopper
807667316,1.0,98.0,2.0,2.0,0.0,-0.875,-0.8823529411764706,One-Shot,Down-Slopper,Down-Slopper
200064483,1.0,98.0,1.0,1.0,0.0,-0.5,-0.5,One-Shot,Down-Slopper,Down-Slopper
213600448,1.0,98.0,10.0,12.0,0.0,9.0,11.0,One-Shot,Long-Runner,Long-Runner
217801463,1.0,98.0,1.0,1.0,0.0,-0.9,-0.9166666666666666,One-Shot,Down-Slopper,Down-Slopper
310679055,1.0,98.0,2.0,2.0,0.0,1.0,1.0,One-Shot,Long-Runner,Long-Runner
218300424,1.0,98.0,3.0,3.0,0.0,0.5,0.5,One-Shot,Long-Runner,Long-Runner
217701226,1.0,98.0,11.0,15.0,0.0,2.6666666666666665,4.0,One-Shot,Long-Runner,Long-Runner
301072880,1.0,98.0,7.0,8.0,0.0,-0.36363636363636365,-0.4666666666666667,One-Shot,Down-Slopper,Down-Slopper
568500680,1.0,98.0,1.0,1.0,0.0,-0.8571428571428572,-0.875,One-Shot,Down-Slopper,Down-Slopper
217801729,1.0,98.0,0.0,0.0,0.0,-1.0,-1.0,One-Shot,Down-Slopper,Down-Slopper
182019208,1.0,98.0,0.0,4.0,0.0,,inf,One-Shot,Not Available,Long-Runner
222100018,1.0,98.0,3.0,1.0,0.0,inf,-0.75,One-Shot,Long-Runner,Down-Slopper
217001817,1.0,98.0,2.0,1.0,0.0,-0.33333333333333337,0.0,One-Shot,Down-Slopper,One-Shot
217701390,1.0,98.0,4.0,0.0,0.0,1.0,-1.0,One-Shot,Long-Runner,Down-Slopper
820657971,1.0,98.0,2.0,23.0,0.0,-0.5,inf,One-Shot,Down-Slopper,Long-Runner
245900428,1.0,98.0,74.0,84.0,0.0,36.0,2.652173913043478,One-Shot,Long-Runner,Long-Runner
200067213,1.0,98.0,1.0,5.0,0.0,-0.9864864864864865,-0.9404761904761905,One-Shot,Down-Slopper,Down-Slopper
200084952,1.0,98.0,206.0,212.0,0.0,205.0,41.4,One-Shot,Long-Runner,Long-Runner
